Age,Length of Stay,Weight,Diastolic Blood Pressure,WBC,MCV,ALT,Total Bilirubin,LDH,Urea,Uric Acid,Creatine Kinase,CK-MB,hs-CRP,ChE,Alb-first,Alb-last,Serum Creatinine,Troponin I,MCH,D-Dimer,Platelet Count,Potassium,Sodium,Chloride,Carbon Dioxide,Prothrombin Time,Lactate,Type of Poisoning,Degree of poisoning,Vomiting,Nausea
-0.11900643799637639,-0.06070090330954322,0.016061085871309458,0.038723229851433213,-0.19019583658637196,-0.012004045179521874,-0.07953420066132905,-0.10005627274415892,-0.22822723298777098,0.004873890008613039,-0.04209346710039251,-0.03611385771738898,0.0994393750858926,-0.014750517541972532,0.021176615587598896,-0.013964172853892858,-0.038930775901893394,0.007686463551028588,-0.004484475073081914,-0.036139443387209515,-0.007967222343163338,-0.014288560932121691,-0.0042454243199375845,-0.008519869186113947,-0.004941172741478272,-0.007819363097410272,-0.011561200371227352,-0.0017920559418725245,0.31230187965125716,-0.5202736816874579,0.0687866981969804,-0.042950428968766045
0.03423119650236246,0.3636649943077695,-0.013286591573042758,0.04291049651276842,-0.21285409767636432,0.06446925728029901,0.05901781669720525,-0.08128994429796907,-0.19653020738299737,0.11422315105743622,-0.010078898378454791,-0.009251222812775526,-0.1104163233069228,-0.011980370092994786,0.020132675600516754,0.021339676594760024,0.030022873172842003,0.006580849989548592,-0.004007895388711055,0.03288740553284345,-0.00999239045385121,0.012677625265765054,-0.005778618488753965,-0.009319081354682178,-0.006760043167581654,-0.01070516557336848,-0.012349100545039448,-0.001608636350245274,0.301539352333036,0.8636392150187869,0.07849210011622043,-0.03397680765688191
0.19794709598000892,-0.08388175795995381,0.021962318895736258,-0.2701542517430488,-0.19899403728385356,-0.00311397253871003,0.033733618961197066,-0.04614763076943167,0.14517563509661296,0.3623780180625374,-0.06439328716623581,-0.028312880575141516,-0.07992719300522735,-0.01408079168153481,0.013963878799074902,-0.027916175239902773,-0.012475717290102366,0.003997044237335291,-0.003964416839946197,-0.032254846096800335,-0.011373718582976379,-0.034698765134819745,-0.00568169125862172,-0.010422256050865698,-0.0069700854543837225,-0.008390893910695604,-0.01590089487818608,-0.0020082933468883787,-0.27005765465477716,-0.4134245645912995,0.05295622128785051,0.05014123904318657
-0.0420716217437677,-0.08078407808295351,0.033171398794178394,0.03255227284198829,-0.06834642887026905,-0.007054562778571153,-0.04563304886252392,-0.11890800435395323,0.14734602414621806,-0.0031186022124432182,-0.04912085235089359,-0.01925401083013812,-0.0892181563351321,-0.06109986802660225,0.016908195646255127,-0.002845532163681986,-0.025730294387375844,0.00400063114295532,-0.0051733162324385925,-0.03750221171307333,-0.008336159194917104,-0.005445871663042162,-0.0038557125496556876,-0.0076424535768077435,-0.004759245347637508,-0.007995482960919465,-0.011529014966130657,-0.0015094819128116778,-0.37468492642725476,-0.6282451597363601,-0.055331170129830964,-0.03649681331538806
-0.013341856206775105,0.039406084640752605,0.008976302814014705,-0.011976675396428528,-0.18015224927897616,-0.0007542997960569655,-0.015393813456559697,-0.08848216236101486,0.15594731188788313,0.028562177726085266,-0.051014000861094116,-0.026409325942598826,-0.09936323329034058,-0.009458200395607953,-0.5150575937512955,-0.02901554428623548,-0.025396984058210604,-0.10320844748129226,-0.007576610833302926,-0.016065183931953934,-0.010251794274814617,-0.006804342320494725,-0.004885366611368335,-0.008730741879669334,-0.005347754084210594,-0.008274114753248768,-0.013035904157546505,-0.0017613667893844344,0.2791279761883733,-0.5733100161133635,-0.06650032986262792,-0.050817721579051074
0.013612840454414415,-0.08607644945318488,0.03632207450249226,-0.0094067630246948,-0.28509368640843263,-0.004789348886526744,0.07493940058838132,0.17023778212198412,0.16733802534992137,-0.02544308130390486,-0.006762898526718262,-0.02031019591270531,-0.08485563647159024,0.005660869963182422,0.02277244883224349,-0.0028840898270354473,0.0011837166150798042,0.006469952366963719,-0.004171016325204111,-0.005065986563161637,-0.008714811742790023,0.017684207167028947,-0.005206167126963187,-0.00916492547518532,-0.005669921494762096,-0.00821715155439038,-0.012286295117529973,-0.001583787075927691,0.34315969054943185,-0.512588568470885,0.05488169056379568,0.029900444505395328
0.00948610901475645,-0.04089792344900106,0.036989589229346816,-0.05199184232195426,-0.2490728775933083,0.03263713645863623,0.05663265623883788,0.0004969366847362972,-0.22238867733476525,-0.19151642820907433,-0.03022011546060926,-0.021191273129471326,0.0072575314273505545,0.06801632263044143,0.015061211782397934,-0.024876599401840074,-0.023469913105725482,0.004128003365601842,-0.005571052665569434,-0.0043498416860502575,-0.009237522974764803,-0.0021621351317905537,-0.00576072801051037,-0.007951757186585775,-0.006532496358454197,-0.008766167303344445,-0.01245793453869978,-0.002089013950202964,-0.19903087197785596,0.7941054928149373,-0.05677712946025261,-0.03893028149060861
-0.01522646373406492,-0.1685993043016289,0.009519303952263075,-0.2180913713125372,-0.4204241670555739,0.032271500028675834,-0.05344405388390478,-0.09723347541481053,-0.11253505048030299,0.3924719854230614,0.10641462820114571,-0.03152738499380142,-0.10490517194058925,0.07163683403058045,0.014499963679639826,0.01053888972074858,-0.016391654245675274,0.005807689715242122,-0.005131069458920364,0.011384622194030013,-0.010137511249549399,0.0037873355302177588,-0.004911036309804101,-0.009302586043544005,-0.006320203343774698,-0.009489481851022316,-0.014832113109907294,-0.002345614364046412,0.22448409637393885,-0.42178335624739594,0.02620217607498124,0.028342881398965528
-0.04392550768438931,-0.17958897372131702,0.020405162865834398,0.029413792096830083,-0.002828002661038574,-0.042288603729212004,0.017130485666162716,-0.1141506610729564,-0.019514095921383336,0.011947347926223468,-0.07671780823016694,0.06918000238148427,-0.049946433938132875,-0.0027936444704003277,0.0220587288689361,-0.025424402417354133,-0.016475204281971797,0.008126078018056706,-0.0008663210924191387,-0.03468818329539976,0.11753730218922419,0.004842002456814425,-0.008850683287664985,0.14089952941649503,0.08751959843765926,-0.006705191022228974,-0.004598627415042883,-0.0012353650359860212,0.2612377170152881,-0.6323046792128306,0.027529670271435363,0.028563498302522222
-0.11507482256501017,-0.043714207797762666,0.018110280301519944,-0.22984552620086368,-0.12815216345688007,-0.06002277727397778,-0.04520807353183658,-0.09737594119824224,0.14366328224416605,0.016130821601621454,-0.050966759784992134,-0.035667094874020505,-0.09650874301073217,-0.009530009878149035,0.021275460287041432,-0.008749325426963097,-0.02778055848982004,0.006698526493640967,-0.0055054804198814,-0.03701996828987755,-0.009544004494928333,0.016756918145739336,-0.004835655794521821,-0.008700829284483133,-0.005350084464984513,-0.008201319206141661,-0.012441496759685125,-0.0018537475469090523,0.335951450737113,-0.5501621651036098,0.04969585949418994,-0.0447155248871574
