y_test,y_tepred
0,0.012159146032029847
0,0.13265253828161394
0,0.06732819001100891
0,0.0053558564493848436
0,0.05542679815972003
0,0.03781410038450308
0,0.013509944924090607
0,0.040205633396405704
0,0.029432863587144507
0,0.02534294959605857
0,0.06873152104504153
0,0.023410305288847667
0,0.008017009993558408
1,0.3347119615924924
0,0.029153924972072382
0,0.09013955982441402
0,0.021307900119423094
0,0.09479843620183538
0,0.008271636307839296
0,0.33426037060635166
0,0.013412949188664817
0,0.03332694360414435
1,0.15511546063550244
0,0.11250084750606419
0,0.030922814397029902
0,0.014560220505580803
0,0.11072105189592447
0,0.016993803271704962
0,0.021284340838344813
0,0.0844047736068727
0,0.008969613130201089
0,0.010689727548826253
0,0.14489510341246123
0,0.009042957457240357
0,0.009365499946653963
0,0.018773215323947587
0,0.02179171875287589
0,0.01253444085797801
1,0.14466979212886452
0,0.08287965446920756
0,0.014330575166995783
0,0.03005818521564753
0,0.04758055814017506
0,0.04862849403185031
0,0.19512561796546918
0,0.04440951383276706
0,0.10827027036689296
0,0.017254323748089963
0,0.09161704789493767
0,0.02260269127397243
0,0.009402628488164175
0,0.0619430321817223
0,0.025930117384299456
0,0.02965616581770598
0,0.005179344262851144
0,0.021567591646034567
0,0.02243375313660459
0,0.03525449992186233
0,0.040541905672818415
0,0.007470783261888011
0,0.1320789933947683
1,0.16778671823890082
0,0.004135559136799578
0,0.05349596215425067
0,0.009211129784150129
0,0.0125173946234349
0,0.04160940095196526
0,0.008568322021468816
0,0.021198878258217535
1,0.11011353168515661
0,0.0895789151592989
0,0.03735109213192944
0,0.02695919576666131
0,0.036488441655413484
0,0.04914627586459645
0,0.00909663464742904
0,0.06052088408739802
0,0.019098341445865526
0,0.021983132853251906
0,0.007241406218879146
0,0.025358657817343824
1,0.3413513949159725
0,0.019781125793769467
0,0.018622071075013746
0,0.01311946521411171
0,0.03406930277216765
0,0.06037758376935693
0,0.013721626982700682
0,0.0842258150972739
0,0.04171552742920449
1,0.24733402587670972
0,0.11946687530320753
0,0.7023215500167281
0,0.015745938859323037
0,0.11281710146409481
0,0.008814410173533715
0,0.05305398318045612
0,0.027572537416663507
1,0.27257808005592166
1,0.4147573750353485
0,0.0211806362177322
0,0.02696445756553226
0,0.040598347743397684
1,0.07977363815597464
0,0.011958630318842858
0,0.010938859173602447
0,0.009085153328632732
0,0.008505392214667517
0,0.02377409479381246
0,0.03313317980192304
0,0.0297541478696569
0,0.025515944664106064
0,0.09510531025310194
0,0.07518042649136007
0,0.2572605789736399
0,0.021918752970094504
0,0.17761979582632492
1,0.02282526973353426
1,0.8634980001534498
0,0.009354675603468718
0,0.04067417979883221
0,0.05888710327721529
0,0.01248116395755839
0,0.033498981059228314
0,0.10805265955597515
0,0.044156551065955084
0,0.01949319086873906
0,0.02741766946437391
0,0.014100492576147467
0,0.014181467314040306
0,0.022040862070492693
0,0.07344579886976312
1,0.567425545364518
0,0.009051494816801956
0,0.5504854736462584
0,0.049305206343302675
0,0.08330969866979294
0,0.045512887096043
1,0.10904066877183674
0,0.056232961358089396
0,0.02558573013450733
0,0.05757646904782767
0,0.026030084715669623
0,0.04730116375554426
0,0.0370080400194592
0,0.03600519372292275
0,0.04229190869379037
0,0.02155619976566364
0,0.02060224138507514
0,0.01249465179401715
0,0.03127414249396365
0,0.019447030044858416
0,0.03787763936004228
0,0.007359872039911983
0,0.008414249207808257
0,0.0394371245676122
0,0.03389077459404911
0,0.3622702908676852
1,0.09072971953921527
0,0.019795147707854076
0,0.02988795253207046
0,0.05821128867368169
0,0.02571101677061895
0,0.029678192062750276
0,0.13101126868052648
0,0.012447026170932332
0,0.013068312622951385
0,0.006299867766272716
0,0.03863379936458653
0,0.014758269640929179
0,0.08804588193967534
1,0.016850598472286447
0,0.01601740986638567
0,0.23258449162823905
0,0.01967023899605524
0,0.014467223925202654
0,0.5841270010973106
0,0.01370935107132875
0,0.009446239498551593
0,0.011547182351673877
0,0.05494667122529203
0,0.09080700423651238
0,0.01489063958950587
0,0.041464234301401316
0,0.007297230903409602
0,0.03950787431902912
0,0.055334340911509176
0,0.014139332814649772
0,0.01891297544315836
1,0.0680989318899709
0,0.021145619279000414
0,0.020130782916498967
0,0.00753987753592024
0,0.007564217398623834
0,0.02007577406242061
0,0.023548752223008493
0,0.010673843097574456
0,0.03952324505916496
0,0.0552417655584795
0,0.008073511530148347
0,0.009964528083888684
0,0.09815156129599714
0,0.22646062529910901
0,0.06638680875051038
0,0.012892292514852853
0,0.08458111054257926
0,0.02825555971145174
0,0.13144556006518274
0,0.00908251886888002
0,0.30107856266771355
0,0.01107731457032321
0,0.03602365634310138
0,0.010679924684316808
0,0.017370347729587093
0,0.040837972709661455
0,0.014384980300155822
0,0.020836069845429257
0,0.011227174847896247
0,0.3739432294415002
1,0.013775154078528239
0,0.07012855209653752
0,0.026286226749456187
0,0.038724709572609185
0,0.009540001855589808
0,0.16463212575020697
1,0.28932871476939576
0,0.008468506396203664
0,0.009379040904533235
1,0.16311699332363627
0,0.011375585809617306
0,0.5081187460499597
0,0.03502172782269288
0,0.0140822778531157
0,0.012781846293958843
0,0.03548089958069048
0,0.012155983321785802
0,0.008081942418021291
0,0.011939979567998991
0,0.006118191921933164
0,0.00955095492169773
0,0.0140943100501786
0,0.04436449047618812
0,0.019098766288339772
0,0.058732303475620716
0,0.013725894390570117
1,0.06022963592148825
0,0.0870936714858748
1,0.2881235095146737
0,0.0062209326488117875
0,0.0212638330382813
0,0.006018764673994296
0,0.012054109744011632
0,0.02998169866776986
0,0.11767390786612056
1,0.08289751884688498
0,0.4385879261190821
0,0.04588329718938201
0,0.027007388433087653
0,0.007634415898377219
0,0.09382906864529524
0,0.05885532534145559
0,0.12682226209757644
0,0.03381307341228484
0,0.00518525681892882
0,0.005294097678109561
1,0.00928742000310755
0,0.1797376943046815
0,0.018804629502320296
0,0.0035336674818156368
0,0.016925261380122954
0,0.17725913599256296
0,0.05788149673093993
0,0.010323745405858406
0,0.018901499214983766
0,0.021172211981250973
0,0.028127196262338693
0,0.4517975330707164
0,0.024563473524112565
0,0.010275262847575144
0,0.012756796097879556
