iter	Logloss
371	0.2516728497
372	0.2514524063
373	0.2513168639
374	0.2509286529
375	0.2507804014
376	0.2503281036
377	0.2500870247
378	0.24978251
379	0.2494347508
380	0.2490910137
381	0.2486585702
382	0.2482942535
383	0.2479599258
384	0.2475616187
385	0.2473564127
386	0.2471873446
387	0.2468854428
388	0.2466621628
389	0.2464300654
390	0.2461410741
391	0.2457415998
392	0.245430027
393	0.2451093405
394	0.2447788084
395	0.2446332514
396	0.2444535441
397	0.2443353574
398	0.2441427541
399	0.2436738792
400	0.2433148123
401	0.2430839427
402	0.2425991708
403	0.2422784536
404	0.2421119387
405	0.2419899963
406	0.2417629893
407	0.2414861003
408	0.2412466416
409	0.2409983496
410	0.2405489682
411	0.2400849995
412	0.2398164328
413	0.2396023248
414	0.2392203263
415	0.238802282
416	0.2384764326
417	0.2381663993
418	0.2378345211
419	0.2375729104
420	0.2371701627
421	0.2368614556
422	0.2367590121
423	0.2365766791
424	0.2361938035
425	0.2359453871
426	0.2356796146
427	0.2352987087
428	0.2349873191
429	0.2348091078
430	0.2345118766
431	0.2344000593
432	0.2342033593
433	0.2339729433
434	0.2336895022
435	0.2334208323
436	0.233153683
437	0.2328024762
438	0.2325476005
439	0.2320610737
440	0.2318923074
441	0.2317096481
442	0.2312447956
443	0.2309829644
444	0.2307899588
445	0.2307122201
446	0.2304236079
447	0.2301253533
448	0.2299828824
449	0.229689457
450	0.2294116251
451	0.2292705815
452	0.2288200148
453	0.2286584619
454	0.2284945495
455	0.2283177422
456	0.228031064
457	0.2276968134
458	0.2274551044
459	0.2271995478
460	0.226881686
461	0.2263956595
462	0.2262989863
463	0.2261694616
464	0.2259622945
465	0.2256535196
466	0.2254957018
467	0.225283358
468	0.2251108704
469	0.224716911
470	0.2244294933
471	0.2243102821
472	0.2237527221
473	0.2234370226
474	0.222928644
475	0.2226597021
476	0.2223419864
477	0.2220937525
478	0.2216548382
479	0.2215051661
480	0.2210211445
481	0.2207101434
482	0.2205259804
483	0.2202132154
484	0.2200196349
485	0.2197271685
486	0.2195326524
487	0.2192275109
488	0.2190089824
489	0.2188628171
490	0.2184028126
491	0.2181244896
492	0.2176853228
493	0.2174661392
494	0.217355236
495	0.2171167924
496	0.2168325489
497	0.2166333477
498	0.2164140654
499	0.2161752306
